Planning_Area,Subzone,Subzone_Lat,Subzone_Long,Hospital_Polyclinic,Hospital_Polyclinic_Lat,Hospital_Polyclinic_Long,Duration (min),WalkTime (min),WalkDistance (m),Transfers,TransitTime (min),HeuristicDistance (km),PeriodName,ChosenTime,Weekday,Weekend,PublicHoliday,PeakHour,OriginalHeuristicDistance
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,0.0958644962604488,0.0123656383815433,0.0117793457552191,0.5,0.197001873828857,0.21937611759324,Non-peak Afternoon,15:30:00,0,0,1,0,3.80081297641779
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,0.111262648482182,0.0234204317049725,0.0218552858825354,0.5,0.20949406620862,0.21937611759324,Evening Peak,18:30:00,0,0,1,1,3.80081297641779
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,0.0964364276286846,0.0421655160360045,0.0373983172719103,0.0,0.172767020612117,0.21937611759324,Non-peak Evening,21:00:00,0,0,1,0,3.80081297641779
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG,1.370231,103.889319,0.109194896612407,0.0472341169273792,0.0453940472357183,0.0,0.194503435352904,0.21937611759324,Late Night Non-peak,23:30:00,0,0,1,0,3.80081297641779
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.123581170259569,0.0885257362579743,0.084820258008342,0.0,0.117176764522174,0.282697172640469,Non-peak Morning,06:30:00,1,0,0,0,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.0932248130224373,0.0312855020536573,0.0303611033085929,0.5,0.147158026233604,0.282697172640469,Morning Peak,08:30:00,1,0,0,1,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.0957765068191817,0.0312855020536573,0.0303611033085929,0.5,0.147158026233604,0.282697172640469,Non-peak Late Morning,10:45:00,1,0,0,0,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.10998680158381,0.0495936380319846,0.0469492223190357,0.5,0.138288569643973,0.282697172640469,Lunch Peak,13:00:00,1,0,0,1,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.0901891772987242,0.0312855020536573,0.0303611033085929,0.5,0.147158026233604,0.282697172640469,Non-peak Afternoon,15:30:00,1,0,0,0,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.112406511218654,0.0458795770339946,0.0443445998927508,0.5,0.16264834478451,0.282697172640469,Evening Peak,18:30:00,1,0,0,1,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.106027276726793,0.0495936380319846,0.0469492223190357,0.5,0.138288569643973,0.282697172640469,Non-peak Evening,21:00:00,1,0,0,0,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.0874175098988121,0.0312855020536573,0.0303611033085929,0.5,0.147158026233604,0.282697172640469,Late Night Non-peak,23:30:00,1,0,0,0,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.123581170259569,0.0885257362579743,0.084820258008342,0.0,0.117176764522174,0.282697172640469,Non-peak Morning,06:30:00,0,1,0,0,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.0932248130224373,0.0312855020536573,0.0303611033085929,0.5,0.147158026233604,0.282697172640469,Morning Peak,08:30:00,0,1,0,1,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.0957765068191817,0.0312855020536573,0.0303611033085929,0.5,0.147158026233604,0.282697172640469,Non-peak Late Morning,10:45:00,0,1,0,0,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.10998680158381,0.0495936380319846,0.0469492223190357,0.5,0.138288569643973,0.282697172640469,Lunch Peak,13:00:00,0,1,0,1,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.0901891772987242,0.0312855020536573,0.0303611033085929,0.5,0.147158026233604,0.282697172640469,Non-peak Afternoon,15:30:00,0,1,0,0,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.112406511218654,0.0458795770339946,0.0443445998927508,0.5,0.16264834478451,0.282697172640469,Evening Peak,18:30:00,0,1,0,1,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.106027276726793,0.0495936380319846,0.0469492223190357,0.5,0.138288569643973,0.282697172640469,Non-peak Evening,21:00:00,0,1,0,0,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.0874175098988121,0.0312855020536573,0.0303611033085929,0.5,0.147158026233604,0.282697172640469,Late Night Non-peak,23:30:00,0,1,0,0,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.123581170259569,0.0885257362579743,0.084820258008342,0.0,0.117176764522174,0.282697172640469,Non-peak Morning,06:30:00,0,0,1,0,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.0932248130224373,0.0312855020536573,0.0303611033085929,0.5,0.147158026233604,0.282697172640469,Morning Peak,08:30:00,0,0,1,1,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.0957765068191817,0.0312855020536573,0.0303611033085929,0.5,0.147158026233604,0.282697172640469,Non-peak Late Morning,10:45:00,0,0,1,0,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.10998680158381,0.0495936380319846,0.0469492223190357,0.5,0.138288569643973,0.282697172640469,Lunch Peak,13:00:00,0,0,1,1,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.0901891772987242,0.0312855020536573,0.0303611033085929,0.5,0.147158026233604,0.282697172640469,Non-peak Afternoon,15:30:00,0,0,1,0,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.112406511218654,0.0458795770339946,0.0443445998927508,0.5,0.16264834478451,0.282697172640469,Evening Peak,18:30:00,0,0,1,1,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.106027276726793,0.0495936380319846,0.0469492223190357,0.5,0.138288569643973,0.282697172640469,Non-peak Evening,21:00:00,0,0,1,0,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,TAN TOCK SENG HOSPITAL PTE LTD,1.321571,103.845849,0.0874175098988121,0.0312855020536573,0.0303611033085929,0.5,0.147158026233604,0.282697172640469,Late Night Non-peak,23:30:00,0,0,1,0,4.87081421261188
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.137791465024197,0.0454863235165603,0.0434900944004355,0.5,0.212991880074953,0.30719016011504,Non-peak Morning,06:30:00,1,0,0,0,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.147250329960405,0.0605173468496024,0.0582919730668837,1.0,0.200499687695191,0.30719016011504,Morning Peak,08:30:00,1,0,0,1,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.137791465024197,0.0454863235165603,0.0434900944004355,0.5,0.212991880074953,0.30719016011504,Non-peak Late Morning,10:45:00,1,0,0,0,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.137791465024197,0.0454863235165603,0.0434900944004355,0.5,0.212991880074953,0.30719016011504,Lunch Peak,13:00:00,1,0,0,1,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.150857897052354,0.0458795770339946,0.0417997679382315,1.0,0.241474078700812,0.30719016011504,Non-peak Afternoon,15:30:00,1,0,0,0,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.131192256929168,0.0454863235165603,0.0434900944004355,0.5,0.212991880074953,0.30719016011504,Evening Peak,18:30:00,1,0,0,1,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.157589089309283,0.0682950275277462,0.0635952633490014,0.5,0.23735165521549,0.30719016011504,Non-peak Evening,21:00:00,1,0,0,0,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.153629564452266,0.0617408022371756,0.0577152441413123,0.5,0.24422236102436,0.30719016011504,Late Night Non-peak,23:30:00,1,0,0,0,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.137791465024197,0.0454863235165603,0.0434900944004355,0.5,0.212991880074953,0.30719016011504,Non-peak Morning,06:30:00,0,1,0,0,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.147250329960405,0.0605173468496024,0.0582919730668837,1.0,0.200499687695191,0.30719016011504,Morning Peak,08:30:00,0,1,0,1,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.137791465024197,0.0454863235165603,0.0434900944004355,0.5,0.212991880074953,0.30719016011504,Non-peak Late Morning,10:45:00,0,1,0,0,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.137791465024197,0.0454863235165603,0.0434900944004355,0.5,0.212991880074953,0.30719016011504,Lunch Peak,13:00:00,0,1,0,1,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.150857897052354,0.0458795770339946,0.0417997679382315,1.0,0.241474078700812,0.30719016011504,Non-peak Afternoon,15:30:00,0,1,0,0,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.131192256929168,0.0454863235165603,0.0434900944004355,0.5,0.212991880074953,0.30719016011504,Evening Peak,18:30:00,0,1,0,1,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.157589089309283,0.0682950275277462,0.0635952633490014,0.5,0.23735165521549,0.30719016011504,Non-peak Evening,21:00:00,0,1,0,0,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.153629564452266,0.0617408022371756,0.0577152441413123,0.5,0.24422236102436,0.30719016011504,Late Night Non-peak,23:30:00,0,1,0,0,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.137791465024197,0.0454863235165603,0.0434900944004355,0.5,0.212991880074953,0.30719016011504,Non-peak Morning,06:30:00,0,0,1,0,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.147250329960405,0.0605173468496024,0.0582919730668837,1.0,0.200499687695191,0.30719016011504,Morning Peak,08:30:00,0,0,1,1,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.137791465024197,0.0454863235165603,0.0434900944004355,0.5,0.212991880074953,0.30719016011504,Non-peak Late Morning,10:45:00,0,0,1,0,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.137791465024197,0.0454863235165603,0.0434900944004355,0.5,0.212991880074953,0.30719016011504,Lunch Peak,13:00:00,0,0,1,1,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.150857897052354,0.0458795770339946,0.0417997679382315,1.0,0.241474078700812,0.30719016011504,Non-peak Afternoon,15:30:00,0,0,1,0,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.131192256929168,0.0454863235165603,0.0434900944004355,0.5,0.212991880074953,0.30719016011504,Evening Peak,18:30:00,0,0,1,1,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.157589089309283,0.0682950275277462,0.0635952633490014,0.5,0.23735165521549,0.30719016011504,Non-peak Evening,21:00:00,0,0,1,0,5.28469750713895
Ang Mo Kio,Chong Boon,1.364264765,103.8556526,NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG,1.316859,103.859038,0.153629564452266,0.0617408022371756,0.0577152441413123,0.5,0.24422236102436,0.30719016011504,Late Night Non-peak,23:30:00,0,0,1,0,5.28469750713895
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Non-peak Morning,06:30:00,1,0,0,0,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Morning Peak,08:30:00,1,0,0,1,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Non-peak Late Morning,10:45:00,1,0,0,0,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Lunch Peak,13:00:00,1,0,0,1,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Non-peak Afternoon,15:30:00,1,0,0,0,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Evening Peak,18:30:00,1,0,0,1,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Non-peak Evening,21:00:00,1,0,0,0,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Late Night Non-peak,23:30:00,1,0,0,0,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Non-peak Morning,06:30:00,0,1,0,0,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Morning Peak,08:30:00,0,1,0,1,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Non-peak Late Morning,10:45:00,0,1,0,0,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Lunch Peak,13:00:00,0,1,0,1,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Non-peak Afternoon,15:30:00,0,1,0,0,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Evening Peak,18:30:00,0,1,0,1,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Non-peak Evening,21:00:00,0,1,0,0,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Late Night Non-peak,23:30:00,0,1,0,0,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Non-peak Morning,06:30:00,0,0,1,0,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Morning Peak,08:30:00,0,0,1,1,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Non-peak Late Morning,10:45:00,0,0,1,0,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Lunch Peak,13:00:00,0,0,1,1,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Non-peak Afternoon,15:30:00,0,0,1,0,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Evening Peak,18:30:00,0,0,1,1,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Non-peak Evening,21:00:00,0,0,1,0,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO,1.37451,103.84582,0.0638803343598768,0.0702612951149174,0.0663418881457293,0.0,0.0,0.0358739605168997,Late Night Non-peak,23:30:00,0,0,1,0,0.69998759109351
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0.170919489661241,0.0388884033907192,0.035821343579095,1.0,0.301936289818863,0.279030149935489,Non-peak Morning,06:30:00,1,0,0,0,4.80884874433985
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0.160756709194897,0.0502490605610417,0.0465917251232711,1.0,0.253591505309182,0.279030149935489,Morning Peak,08:30:00,1,0,0,1,4.80884874433985
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0.164496260448746,0.0502490605610417,0.0465917251232711,1.0,0.253341661461587,0.279030149935489,Non-peak Late Morning,10:45:00,1,0,0,0,4.80884874433985
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0.177738671359437,0.0773398584287337,0.0713555683302328,1.0,0.213991255465334,0.279030149935489,Lunch Peak,13:00:00,1,0,0,1,4.80884874433985
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0.164320281566212,0.0388884033907192,0.035821343579095,1.0,0.301936289818863,0.279030149935489,Non-peak Afternoon,15:30:00,1,0,0,0,4.80884874433985
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0.155697316322041,0.0502490605610417,0.0465917251232711,1.0,0.253341661461587,0.279030149935489,Evening Peak,18:30:00,1,0,0,1,4.80884874433985
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0.168895732512099,0.0502490605610417,0.0465917251232711,1.0,0.253341661461587,0.279030149935489,Non-peak Evening,21:00:00,1,0,0,0,4.80884874433985
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0.202155741311043,0.116271956654723,0.11214325797035,0.0,0.261086820737039,0.279030149935489,Late Night Non-peak,23:30:00,1,0,0,0,4.80884874433985
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0.170919489661241,0.0388884033907192,0.035821343579095,1.0,0.301936289818863,0.279030149935489,Non-peak Morning,06:30:00,0,1,0,0,4.80884874433985
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0.160756709194897,0.0502490605610417,0.0465917251232711,1.0,0.253591505309182,0.279030149935489,Morning Peak,08:30:00,0,1,0,1,4.80884874433985
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0.164496260448746,0.0502490605610417,0.0465917251232711,1.0,0.253341661461587,0.279030149935489,Non-peak Late Morning,10:45:00,0,1,0,0,4.80884874433985
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0.177738671359437,0.0773398584287337,0.0713555683302328,1.0,0.213991255465334,0.279030149935489,Lunch Peak,13:00:00,0,1,0,1,4.80884874433985
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0.164320281566212,0.0388884033907192,0.035821343579095,1.0,0.301936289818863,0.279030149935489,Non-peak Afternoon,15:30:00,0,1,0,0,4.80884874433985
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0.155697316322041,0.0502490605610417,0.0465917251232711,1.0,0.253341661461587,0.279030149935489,Evening Peak,18:30:00,0,1,0,1,4.80884874433985
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0.168895732512099,0.0502490605610417,0.0465917251232711,1.0,0.253341661461587,0.279030149935489,Non-peak Evening,21:00:00,0,1,0,0,4.80884874433985
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0.202155741311043,0.116271956654723,0.11214325797035,0.0,0.261086820737039,0.279030149935489,Late Night Non-peak,23:30:00,0,1,0,0,4.80884874433985
Ang Mo Kio,Kebun Bahru,1.373466881,103.8396101,NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH,1.334796,103.858977,0.170919489661241,0.0388884033907192,0.035821343579095,1.0,0.301936289818863,0.279030149935489,Non-peak Morning,06:30:00,0,0,1,0,4.80884874433985
