Planning_Area,Subzone,Subzone_Lat,Subzone_Long,Hospital_Polyclinic,Hospital_Polyclinic_Lat,Hospital_Polyclinic_Long,Duration (min),WalkTime (min),WalkDistance (m),Transfers,TransitTime (min),Heuristic Distance (km),Day Type,Period Name,Peak Hour,Time,Weekday,Weekend,Public Holiday
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Weekday,Non-peak Morning,0,6:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Weekday,Morning Peak,0,8:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,19.25,7.6,491.68,0,11.65,2.970844301,Weekday,Non-peak Late Morning,0,10:45:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Weekday,Lunch Peak,0,13:00:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,19.25,7.6,491.68,0,11.65,2.970844301,Weekday,Non-peak Afternoon,0,15:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Weekday,Evening Peak,0,18:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Weekday,Non-peak Evening,0,21:00:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Weekday,Late Night Non-peak,0,23:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Weekend,Non-peak Morning,0,6:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Weekend,Morning Peak,0,8:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,19.25,7.6,491.68,0,11.65,2.970844301,Weekend,Non-peak Late Morning,0,10:45:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Weekend,Lunch Peak,0,13:00:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,19.25,7.6,491.68,0,11.65,2.970844301,Weekend,Non-peak Afternoon,0,15:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Weekend,Evening Peak,0,18:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Weekend,Non-peak Evening,0,21:00:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Weekend,Late Night Non-peak,0,23:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Public Holiday,Non-peak Morning,0,6:30:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Public Holiday,Morning Peak,0,8:30:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,19.25,7.6,491.68,0,11.65,2.970844301,Public Holiday,Non-peak Late Morning,0,10:45:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Public Holiday,Lunch Peak,0,13:00:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,19.25,7.6,491.68,0,11.65,2.970844301,Public Holiday,Non-peak Afternoon,0,15:30:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Public Holiday,Evening Peak,0,18:30:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Public Holiday,Non-peak Evening,0,21:00:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,BUKIT BATOK POLYCLINIC,1.352161,103.748974,20.47,7.6,491.68,0,12.87,2.970844301,Public Holiday,Late Night Non-peak,0,23:30:00,0,0,1
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,35.65,14.5,942.42,0,21.15,3.021189335,Weekday,Non-peak Morning,0,6:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,32.92,9.92,655.69,1,20.15,3.021189335,Weekday,Morning Peak,0,8:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,35.65,14.5,942.42,0,21.15,3.021189335,Weekday,Non-peak Late Morning,0,10:45:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,33.52,15.3,1007.79,1,15.73,3.021189335,Weekday,Lunch Peak,0,13:00:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,34.07,15.3,1007.79,1,14.25,3.021189335,Weekday,Non-peak Afternoon,0,15:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,35.65,14.5,942.42,0,21.15,3.021189335,Weekday,Evening Peak,0,18:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,35.65,14.5,942.42,0,21.15,3.021189335,Weekday,Non-peak Evening,0,21:00:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,36,15.3,1007.79,2,13.73,3.021189335,Weekday,Late Night Non-peak,0,23:30:00,1,0,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,35.65,14.5,942.42,0,21.15,3.021189335,Weekend,Non-peak Morning,0,6:30:00,0,1,0
Bukit Timah,Anak Bukit,1.337882794,103.7715624,NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL,1.334271,103.744626,32.92,9.92,655.69,1,20.15,3.021189335,Weekend,Morning Peak,0,8:30:00,0,1,0
